date,station,DAPR,MDPR,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS
1999-08-08T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,77.0,54.0,74.0
1999-08-09T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,83.0,52.0,79.0
1999-08-10T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,69.0,58.0,65.0
1999-08-11T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,72.0,60.0,72.0
1999-08-12T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,81.0,49.0,78.0
1999-08-13T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,83.0,46.0,80.0
1999-08-14T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,81.0,50.0,79.0
1999-08-15T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,86.0,52.0,86.0
1999-08-16T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,86.0,51.0,85.0
1999-08-17T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,86.0,52.0,86.0
1999-08-18T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,77.0,55.0,75.0
1999-08-19T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,90.0,48.0,88.0
1999-08-20T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,87.0,47.0,80.0
1999-08-21T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,95.0,52.0,94.0
1999-08-22T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,100.0,54.0,100.0
1999-08-23T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,88.0,56.0,87.0
1999-08-24T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,95.0,51.0,94.0
1999-08-25T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,101.0,52.0,100.0
1999-08-26T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,91.0,57.0,91.0
1999-08-27T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,84.0,70.0,83.0
1999-08-28T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,89.0,58.0,88.0
1999-08-29T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,85.0,54.0,83.0
1999-08-30T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,81.0,53.0,80.0
1999-08-31T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,81.0,50.0,78.0
1999-09-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,82.0,46.0,78.0
1999-09-02T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,82.0,50.0,78.0
1999-09-03T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,77.0,51.0,76.0
1999-09-04T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,87.0,46.0,86.0
1999-09-05T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,93.0,47.0,92.0
1999-09-06T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,88.0,50.0,86.0
1999-09-07T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,84.0,51.0,82.0
1999-09-08T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,85.0,51.0,82.0
1999-09-09T00:00:00,GHCND:USC00048351,,,0.07,0.0,0.0,79.0,56.0,77.0
1999-09-10T00:00:00,GHCND:USC00048351,,,0.01,0.0,0.0,80.0,58.0,79.0
1999-09-11T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,80.0,56.0,78.0
1999-09-12T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,81.0,56.0,79.0
1999-09-13T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,82.0,57.0,80.0
1999-09-14T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,77.0,51.0,75.0
1999-09-15T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,83.0,52.0,81.0
1999-09-16T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,78.0,50.0,77.0
