date,station,CDSD,CLDD,DP01,DP10,DP1X,DSND,DSNW,DT00,DT32,DX32,DX70,DX90,EMNT,EMSD,EMSN,EMXP,EMXT,HDSD,HTDD,PRCP,SNOW,TAVG,TMAX,TMIN
2004-08-01T00:00:00,GHCND:USC00048351,,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,11.0,49.0,0.0,0.0,0.0,100.0,,0.0,0.0,0.0,71.1,87.2,54.9
2004-09-01T00:00:00,GHCND:USC00048351,,160.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,14.0,43.0,0.0,0.0,0.11,101.0,,17.0,0.11,0.0,70.5,88.4,52.6
2004-10-01T00:00:00,GHCND:USC00048351,,30.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,36.0,0.0,0.0,1.75,94.0,,158.0,5.2,0.0,60.6,72.8,48.4
2004-11-01T00:00:00,GHCND:USC00048351,,0.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,29.0,0.0,0.0,0.87,72.0,,338.0,2.31,0.0,53.0,63.6,42.4
2004-12-01T00:00:00,GHCND:USC00048351,,,7.0,7.0,2.0,0.0,0.0,0.0,6.0,,,,27.0,0.0,0.0,3.8,,,,10.43,0.0,,,39.1
2005-01-01T00:00:00,GHCND:USC00048351,0.0,0.0,11.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,0.0,0.0,0.88,64.0,,505.0,4.19,0.0,46.3,54.3,38.2
2005-02-01T00:00:00,GHCND:USC00048351,0.0,0.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,36.0,0.0,0.0,0.86,76.0,,310.0,4.36,0.0,52.6,62.2,43.0
2005-03-01T00:00:00,GHCND:USC00048351,,,11.0,10.0,1.0,0.0,0.0,0.0,0.0,,,,35.0,0.0,0.0,1.1,,,,4.78,0.0,,,43.3
2005-04-01T00:00:00,GHCND:USC00048351,,0.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,33.0,0.0,0.0,0.65,77.0,,253.0,1.73,0.0,55.1,68.4,41.9
2005-05-01T00:00:00,GHCND:USC00048351,,14.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,33.0,0.0,0.0,1.3,85.0,,119.0,3.73,0.0,61.1,73.9,48.2
2005-06-01T00:00:00,GHCND:USC00048351,,,4.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,44.0,0.0,0.0,0.13,,,,0.34,0.0,,,51.1
2005-07-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,49.0,0.0,0.0,0.0,,,,0.0,0.0,,,54.6
2005-08-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,46.0,0.0,0.0,0.0,,,,0.0,0.0,,,51.3
2005-09-01T00:00:00,GHCND:USC00048351,,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,3.0,42.0,0.0,0.0,0.0,92.0,,44.0,0.0,0.0,64.2,80.0,48.5
2005-10-01T00:00:00,GHCND:USC00048351,,,3.0,3.0,0.0,0.0,0.0,0.0,0.0,,,,41.0,0.0,0.0,0.21,,,,0.51,0.0,,,46.5
2005-11-01T00:00:00,GHCND:USC00048351,,4.0,7.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,30.0,0.0,0.0,0.55,84.0,,257.0,1.84,0.0,55.5,68.1,42.9
2005-12-01T00:00:00,GHCND:USC00048351,,0.0,16.0,12.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,29.0,0.0,0.0,4.36,67.0,,389.0,14.44,0.0,50.0,58.9,41.1
2006-01-01T00:00:00,GHCND:USC00048351,0.0,0.0,12.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,0.0,0.0,0.7,66.0,,440.0,3.88,0.0,49.1,58.5,39.7
2006-02-01T00:00:00,GHCND:USC00048351,0.0,0.0,8.0,6.0,2.0,0.0,0.0,0.0,5.0,0.0,8.0,0.0,28.0,0.0,0.0,1.97,74.0,,361.0,4.11,0.0,50.6,63.6,37.6
2006-03-01T00:00:00,GHCND:USC00048351,0.0,0.0,21.0,18.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,27.0,0.0,0.0,1.78,68.0,,478.0,8.0,0.0,48.6,57.8,39.5
2006-04-01T00:00:00,GHCND:USC00048351,,,13.0,10.0,3.0,0.0,0.0,0.0,0.0,,,,35.0,0.0,0.0,1.12,,,,5.43,0.0,,,45.3
2006-05-01T00:00:00,GHCND:USC00048351,,10.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,1.0,41.0,0.0,0.0,0.4,92.0,,88.0,0.83,0.0,62.3,77.2,47.4
2006-06-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,46.0,0.0,0.0,0.0,,,,0.0,0.0,,,52.6
2006-07-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,48.0,0.0,0.0,0.0,,,,0.0,0.0,,,55.2
2006-08-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,47.0,0.0,0.0,0.0,,,,0.0,0.0,,,51.9
2006-09-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,42.0,0.0,0.0,0.0,,,,0.0,0.0,,,49.8
2006-10-01T00:00:00,GHCND:USC00048351,,,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,,,30.0,0.0,0.0,0.55,,,,0.55,0.0,,,45.3
2006-11-01T00:00:00,GHCND:USC00048351,,0.0,9.0,7.0,1.0,0.0,0.0,0.0,4.0,0.0,5.0,0.0,29.0,0.0,0.0,1.3,76.0,,335.0,4.2,0.0,53.4,64.3,42.5
2006-12-01T00:00:00,GHCND:USC00048351,,0.0,10.0,7.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,24.0,0.0,0.0,1.5,64.0,,450.0,4.61,0.0,47.4,57.9,36.8
2007-01-01T00:00:00,GHCND:USC00048351,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,24.0,0.0,0.0,0.38,68.0,,539.0,0.47,0.0,45.1,58.6,31.6
2007-02-01T00:00:00,GHCND:USC00048351,,,14.0,11.0,1.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,30.0,0.0,0.0,1.16,76.0,,,5.93,0.0,49.6,60.1,39.1
2007-03-01T00:00:00,GHCND:USC00048351,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,19.0,0.0,32.0,0.0,0.0,0.02,82.0,,231.0,0.03,0.0,57.0,71.8,42.2
2007-04-01T00:00:00,GHCND:USC00048351,,,5.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,36.0,0.0,0.0,0.7,,,,2.05,0.0,,,43.2
2007-05-01T00:00:00,GHCND:USC00048351,,,2.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,40.0,0.0,0.0,0.23,,,,0.37,0.0,,,47.7
2007-06-01T00:00:00,GHCND:USC00048351,,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,9.0,44.0,0.0,0.0,0.0,103.0,,8.0,0.0,0.0,68.4,86.0,50.8
2007-07-01T00:00:00,GHCND:USC00048351,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,47.0,0.0,0.0,0.03,,,,0.03,0.0,,,54.4
2007-08-01T00:00:00,GHCND:USC00048351,,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,8.0,45.0,0.0,0.0,0.0,101.0,,6.0,0.0,0.0,70.2,87.0,53.3
2007-09-01T00:00:00,GHCND:USC00048351,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,41.0,0.0,0.0,0.08,,,,0.15,0.0,,,50.3
2007-10-01T00:00:00,GHCND:USC00048351,,,7.0,6.0,0.0,0.0,0.0,0.0,0.0,,,,37.0,0.0,0.0,0.73,,,,2.02,0.0,,,46.9
2007-11-01T00:00:00,GHCND:USC00048351,,,3.0,1.0,0.0,0.0,0.0,0.0,2.0,,,,30.0,0.0,0.0,0.6,,,,0.65,0.0,,,42.3
2007-12-01T00:00:00,GHCND:USC00048351,,0.0,10.0,8.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,27.0,0.0,0.0,1.17,67.0,,504.0,4.24,0.0,47.3,57.0,37.6
2008-01-01T00:00:00,GHCND:USC00048351,0.0,0.0,20.0,15.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,28.0,0.0,0.0,2.55,65.0,,527.0,11.01,0.0,45.6,54.0,37.2
2008-02-01T00:00:00,GHCND:USC00048351,0.0,0.0,10.0,8.0,1.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,31.0,0.0,0.0,1.23,72.0,,404.0,3.81,0.0,50.2,62.0,38.5
2008-03-01T00:00:00,GHCND:USC00048351,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,0.0,31.0,0.0,0.0,0.08,75.0,,321.0,0.21,0.0,53.5,67.3,39.7
2008-04-01T00:00:00,GHCND:USC00048351,9.0,9.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,0.0,31.0,0.0,0.0,0.15,89.0,,261.0,0.15,0.0,55.9,71.1,40.7
2008-05-01T00:00:00,GHCND:USC00048351,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,4.0,38.0,0.0,0.0,0.21,100.0,,,0.21,0.0,63.5,78.7,48.3
2008-06-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,43.0,0.0,0.0,0.0,,,,0.0,0.0,,,49.6
2008-07-01T00:00:00,GHCND:USC00048351,,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,8.0,47.0,0.0,0.0,0.0,106.0,2.0,2.0,0.0,0.0,70.1,87.1,53.1
2008-08-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,46.0,0.0,0.0,0.0,,,,0.0,0.0,,,52.6
2008-09-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,42.0,0.0,0.0,0.0,,,,0.0,0.0,,,49.9
2008-10-01T00:00:00,GHCND:USC00048351,,,3.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,39.0,0.0,0.0,0.44,,,,0.57,0.0,,,45.9
2008-11-01T00:00:00,GHCND:USC00048351,,1.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,35.0,0.0,0.0,1.44,80.0,,249.0,2.66,0.0,55.7,67.8,43.6
2008-12-01T00:00:00,GHCND:USC00048351,,0.0,9.0,5.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,25.0,0.0,0.0,0.43,65.0,,553.0,1.57,0.0,45.1,55.2,35.0
2009-01-01T00:00:00,GHCND:USC00048351,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,24.0,0.0,0.0,0.12,81.0,,416.0,0.24,0.0,48.9,62.6,35.2
2009-02-01T00:00:00,GHCND:USC00048351,,,17.0,12.0,4.0,0.0,0.0,0.0,2.0,,,,31.0,0.0,0.0,1.93,,,,8.76,0.0,,,39.0
2009-03-01T00:00:00,GHCND:USC00048351,,0.0,10.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,0.0,28.0,0.0,0.0,0.53,81.0,,336.0,2.3,0.0,52.7,64.7,40.6
2009-04-01T00:00:00,GHCND:USC00048351,,13.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,33.0,0.0,0.0,0.19,91.0,,252.0,0.48,0.0,55.8,69.7,41.8
2009-05-01T00:00:00,GHCND:USC00048351,,22.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,2.0,41.0,0.0,0.0,0.64,97.0,,90.0,1.69,0.0,62.6,77.2,47.9
2009-06-01T00:00:00,GHCND:USC00048351,,57.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,42.0,0.0,0.0,0.1,104.0,,74.0,0.11,0.0,64.4,79.3,49.5
2009-07-01T00:00:00,GHCND:USC00048351,,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,6.0,44.0,0.0,0.0,0.0,101.0,7.0,7.0,0.0,0.0,68.3,85.9,50.6
2009-08-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,46.0,0.0,0.0,0.0,,,,0.0,0.0,,,52.1
2009-09-01T00:00:00,GHCND:USC00048351,,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,42.0,0.0,0.0,0.15,,,,0.15,0.0,,,51.4
2009-10-01T00:00:00,GHCND:USC00048351,,,5.0,3.0,1.0,0.0,0.0,0.0,0.0,,,,38.0,0.0,0.0,1.98,,,,2.76,0.0,,,47.9
2009-11-01T00:00:00,GHCND:USC00048351,,0.0,6.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,31.0,0.0,0.0,0.21,79.0,,352.0,0.45,0.0,52.4,65.5,39.4
2009-12-01T00:00:00,GHCND:USC00048351,,0.0,10.0,7.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,22.0,0.0,0.0,0.65,64.0,,529.0,2.4,0.0,45.8,54.6,37.0
2010-01-01T00:00:00,GHCND:USC00048351,0.0,0.0,13.0,13.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,1.4,63.0,,432.0,8.3,0.0,48.2,54.9,41.6
2010-02-01T00:00:00,GHCND:US1CASN0084,,,13.0,8.0,1.0,,,,,,,,,,,1.53,,,,4.88,,,,
2010-02-01T00:00:00,GHCND:USC00048351,0.0,0.0,12.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,33.0,0.0,0.0,1.2,70.0,,333.0,3.28,0.0,51.2,61.2,41.1
2010-03-01T00:00:00,GHCND:US1CASN0084,,,12.0,8.0,0.0,,,,,,,,,,,0.64,,,,3.0,,,,
2010-03-01T00:00:00,GHCND:USC00048351,,,10.0,5.0,0.0,0.0,0.0,0.0,0.0,,,,33.0,0.0,0.0,0.83,,,,1.79,0.0,,,39.8
2010-04-01T00:00:00,GHCND:US1CASN0084,,,14.0,8.0,1.0,,,,,,,,,,,1.82,,,,5.0,,,,
2010-04-01T00:00:00,GHCND:USC00048351,,,,,,0.0,0.0,0.0,0.0,,,,34.0,0.0,0.0,,,,,,0.0,,,40.9
2010-05-01T00:00:00,GHCND:USC00048351,,,,,,0.0,0.0,0.0,0.0,,,,36.0,0.0,0.0,,,,,,0.0,,,44.8
2010-06-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,43.0,0.0,0.0,0.0,,,,0.0,0.0,,,51.6
2010-07-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,47.0,0.0,0.0,0.0,,,,0.0,0.0,,,52.5
2010-08-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,43.0,0.0,0.0,0.0,,,,0.0,0.0,,,51.0
2010-09-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,44.0,0.0,0.0,0.0,,,,0.0,0.0,,,50.5
2010-10-01T00:00:00,GHCND:USC00048351,,,6.0,4.0,1.0,0.0,0.0,0.0,0.0,,,,35.0,0.0,0.0,3.1,,,,3.94,0.0,,,48.8
2010-11-01T00:00:00,GHCND:US1CASN0084,,,10.0,8.0,0.0,,,,,,,,,,,0.85,,,,3.12,,,,
2010-11-01T00:00:00,GHCND:USC00048351,,13.0,7.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,9.0,0.0,27.0,0.0,0.0,0.85,82.0,,312.0,2.72,0.0,53.3,64.7,41.9
2010-12-01T00:00:00,GHCND:US1CASN0084,,,22.0,15.0,3.0,,,,,,,,,,,2.02,,,,9.84,,,,
2010-12-01T00:00:00,GHCND:USC00048351,,,20.0,15.0,2.0,0.0,0.0,0.0,3.0,,,,30.0,0.0,0.0,1.8,,,,8.97,0.0,,,42.9
2011-01-01T00:00:00,GHCND:USC00048351,,,5.0,2.0,1.0,,,0.0,4.0,,,,25.0,,,1.22,,,,1.99,,,,37.0
2011-02-01T00:00:00,GHCND:US1CASN0084,,,10.0,7.0,2.0,,,,,,,,,,,1.23,,,,4.52,,,,
2011-02-01T00:00:00,GHCND:USC00048351,,4.0,,,,,,0.0,11.0,0.0,3.0,0.0,25.0,,,,80.0,,410.0,,,48.0,60.2,35.9
2011-03-01T00:00:00,GHCND:USC00048351,,0.0,,,,,,0.0,1.0,0.0,2.0,0.0,30.0,,,,78.0,,427.0,,,51.2,59.9,42.5
2011-04-01T00:00:00,GHCND:US1CASN0084,,,6.0,2.0,0.0,,,,,,,,,,,0.15,,,,0.49,,,,
2011-04-01T00:00:00,GHCND:USC00048351,,,,,,,,0.0,0.0,,,,33.0,,,,,,,,,,,42.7
2011-05-01T00:00:00,GHCND:US1CASN0084,,,8.0,6.0,0.0,,,,,,,,,,,0.43,,,,1.83,,,,
2011-05-01T00:00:00,GHCND:USC00048351,,5.0,,,,,,0.0,0.0,0.0,13.0,0.0,39.0,,,,88.0,,224.0,,,56.7,69.4,44.0
2011-06-01T00:00:00,GHCND:US1CASN0084,,,7.0,6.0,0.0,,,,,,,,,,,0.97,,,,2.73,,,,
2011-06-01T00:00:00,GHCND:USC00048351,,,,,,,,0.0,0.0,,,,43.0,,,,,,,,,,,50.0
2011-07-01T00:00:00,GHCND:US1CASN0084,,,0.0,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,0.0,0.0,,,
2011-07-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,,,0.0,0.0,,,,47.0,,,0.0,,,,0.0,,,,53.3
2011-08-01T00:00:00,GHCND:US1CASN0084,,,0.0,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,0.0,0.0,,,
2011-08-01T00:00:00,GHCND:USC00048351,,56.0,0.0,0.0,0.0,,,0.0,0.0,0.0,31.0,3.0,47.0,,,0.0,94.0,,12.0,0.0,,66.4,81.6,51.3
2011-09-01T00:00:00,GHCND:US1CASN0084,,,2.0,0.0,0.0,,0.0,,,,,,,,0.0,0.02,,,,0.03,0.0,,,
2011-09-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,,,0.0,0.0,,,,44.0,,,0.0,,,,0.0,,,,51.2
2011-10-01T00:00:00,GHCND:US1CASN0084,,,5.0,4.0,1.0,,0.0,,,,,,,,0.0,1.02,,,,1.79,0.0,,,
2011-10-01T00:00:00,GHCND:USC00048351,,11.0,,,,,,0.0,0.0,0.0,23.0,0.0,36.0,,,,85.0,,87.0,,,62.3,76.5,48.1
2011-11-01T00:00:00,GHCND:USC00048351,,0.0,,,,,,0.0,2.0,0.0,2.0,0.0,32.0,,,,75.0,,431.0,,,50.1,62.0,38.1
2011-12-01T00:00:00,GHCND:US1CASN0084,,,4.0,1.0,0.0,,0.0,,,,,,,,0.0,0.19,,,,0.24,0.0,,,
2011-12-01T00:00:00,GHCND:USC00048351,,,,,,,,0.0,13.0,,,,26.0,,,,,,,,,,,34.5
2012-01-01T00:00:00,GHCND:US1CASN0084,,,3.0,3.0,2.0,,0.0,,,,,,,,0.0,2.8,,,,5.67,0.0,,,
2012-01-01T00:00:00,GHCND:USC00048351,,,,,,,,0.0,13.0,,,,23.0,,,,,,,,,,,35.7
2012-02-01T00:00:00,GHCND:US1CASN0084,,,8.0,3.0,0.0,,,,,,,,,,,0.57,,,,1.55,,,,
2012-02-01T00:00:00,GHCND:USC00048351,,0.0,,,,,,0.0,2.0,0.0,4.0,0.0,28.0,,,,77.0,,337.0,,,51.6,64.4,38.7
2012-03-01T00:00:00,GHCND:US1CASN0084,,,15.0,9.0,4.0,,,,,,,,,,,2.12,,,,8.09,,,,
2012-03-01T00:00:00,GHCND:USC00048351,,,,,,,,0.0,1.0,,,,31.0,,,,,,,,,,,41.2
2012-04-01T00:00:00,GHCND:US1CASN0084,,,6.0,5.0,0.0,,,,,,,,,,,0.73,,,,2.7,,,,
2012-04-01T00:00:00,GHCND:USC00048351,,,,,,,,0.0,0.0,,,,33.0,,,,,,,,,,,46.6
2012-05-01T00:00:00,GHCND:USC00048351,,,,,,,,0.0,0.0,,,,40.0,,,,,,,,,,,48.7
2012-06-01T00:00:00,GHCND:US1CASN0084,,,2.0,0.0,0.0,,,,,,,,,,,0.03,,,,0.05,,,,
2012-07-01T00:00:00,GHCND:US1CASN0084,,,1.0,0.0,0.0,,0.0,,,,,,,,0.0,0.01,,,,0.01,0.0,,,
2012-07-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,,,0.0,0.0,,,,46.0,,,0.0,,,,0.0,,,,52.8
2012-08-01T00:00:00,GHCND:US1CASN0084,,,0.0,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,0.0,0.0,,,
2012-08-01T00:00:00,GHCND:USC00048351,,,0.0,0.0,0.0,,,0.0,0.0,,,,46.0,,,0.0,,,,0.0,,,,51.6
2012-09-01T00:00:00,GHCND:US1CASN0084,,,0.0,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,0.0,0.0,,,
2012-09-01T00:00:00,GHCND:USC00048351,,42.0,0.0,0.0,0.0,,,0.0,0.0,0.0,30.0,3.0,41.0,,,0.0,93.0,,19.0,0.0,,65.7,84.6,46.9
2012-10-01T00:00:00,GHCND:US1CASN0084,,,4.0,2.0,1.0,,,,,,,,,,,1.24,,,,1.52,,,,
2012-10-01T00:00:00,GHCND:USC00048351,,43.0,4.0,2.0,1.0,,,0.0,0.0,0.0,22.0,2.0,41.0,,,1.19,99.0,,130.0,1.4,,62.2,75.3,49.1
2012-11-01T00:00:00,GHCND:US1CASN0084,,,10.0,6.0,2.0,,,,,,,,,,,2.53,,,,6.54,,,,
2012-11-01T00:00:00,GHCND:USC00048351,,0.0,12.0,8.0,2.0,,,0.0,0.0,0.0,4.0,0.0,33.0,,,1.7,82.0,,308.0,5.17,,54.4,64.7,44.1
2012-12-01T00:00:00,GHCND:US1CASN0084,,,18.0,11.0,3.0,,,,,,,,,,,1.41,,,,8.74,,,,
2012-12-01T00:00:00,GHCND:USC00048351,,0.0,14.0,10.0,3.0,,,0.0,8.0,0.0,1.0,0.0,26.0,,,1.45,72.0,,557.0,6.72,,47.0,56.0,38.1
2013-01-01T00:00:00,GHCND:US1CASN0084,,,3.0,2.0,0.0,,0.0,,,,,,,,0.0,0.5,,,,0.88,0.0,,,
2013-01-01T00:00:00,GHCND:USC00048351,0.0,0.0,5.0,3.0,0.0,,,0.0,15.0,0.0,0.0,0.0,23.0,,,0.43,65.0,,588.0,0.86,,45.4,57.3,33.5
2013-02-01T00:00:00,GHCND:US1CASN0084,,,4.0,2.0,0.0,,,,,,,,,,,0.21,,,,0.51,,,,
2013-02-01T00:00:00,GHCND:USC00048351,,,1.0,1.0,0.0,,,,,,,,,,,0.4,,,,0.4,,,,
2013-03-01T00:00:00,GHCND:US1CASN0084,,,7.0,4.0,0.0,,,,,,,,,,,0.29,,,,0.98,,,,
2013-03-01T00:00:00,GHCND:USC00048351,,0.0,3.0,2.0,0.0,,,0.0,0.0,0.0,11.0,0.0,33.0,,,0.4,78.0,,340.0,0.66,,54.0,67.3,40.8
2013-04-01T00:00:00,GHCND:US1CASN0084,,,7.0,3.0,0.0,,,,,,,,,,,0.66,,,,1.17,,,,
2013-04-01T00:00:00,GHCND:USC00048351,,18.0,2.0,2.0,0.0,,,0.0,0.0,0.0,21.0,0.0,37.0,,,0.87,89.0,,142.0,0.97,,60.9,75.4,46.4
2013-05-01T00:00:00,GHCND:US1CASN0084,,,2.0,1.0,0.0,,,,,,,,,,,0.46,,,,0.54,,,,
2013-05-01T00:00:00,GHCND:USC00048351,,31.0,1.0,1.0,0.0,,,0.0,0.0,0.0,25.0,1.0,42.0,,,0.3,91.0,,98.0,0.3,,62.8,77.1,48.5
2013-06-01T00:00:00,GHCND:US1CASN0084,,,3.0,2.0,0.0,,,,,,,,,,,0.46,,,,0.8,,,,
2013-06-01T00:00:00,GHCND:USC00048351,,102.0,1.0,1.0,0.0,,,0.0,0.0,0.0,25.0,8.0,45.0,,,0.6,102.0,,37.0,0.6,,67.2,82.1,52.2
2013-07-01T00:00:00,GHCND:US1CASN0084,,,0.0,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,0.0,0.0,,,
2013-07-01T00:00:00,GHCND:USC00048351,,139.0,0.0,0.0,0.0,,,0.0,0.0,0.0,31.0,7.0,47.0,,,0.0,98.0,6.0,6.0,0.0,,69.3,85.0,53.7
2013-08-01T00:00:00,GHCND:US1CASN0084,,,0.0,0.0,0.0,,0.0,,,,,,,,0.0,0.0,,,,0.0,0.0,,,
2013-08-01T00:00:00,GHCND:USC00048351,,111.0,0.0,0.0,0.0,,,0.0,0.0,0.0,30.0,6.0,48.0,,,0.0,94.0,11.0,6.0,0.0,,68.5,83.3,53.7
2013-09-01T00:00:00,GHCND:US1CASN0084,,,3.0,2.0,0.0,,0.0,,,,,,,,0.0,0.31,,,,0.5,0.0,,,
2013-09-01T00:00:00,GHCND:USC00048351,,88.0,2.0,1.0,0.0,,,0.0,0.0,0.0,29.0,5.0,44.0,,,0.35,100.0,28.0,17.0,0.43,,67.4,81.9,52.8
2013-10-01T00:00:00,GHCND:US1CASN0084,,,1.0,0.0,0.0,,0.0,,,,,,,,0.0,0.02,,,,0.02,0.0,,,
2013-10-01T00:00:00,GHCND:USC00048351,,10.0,0.0,0.0,0.0,,,0.0,0.0,0.0,24.0,0.0,37.0,,,0.0,85.0,191.0,163.0,0.0,,59.7,76.8,42.6
2013-11-01T00:00:00,GHCND:USC00048351,,,2.0,2.0,0.0,,,,,,,,,,,0.8,,,,0.93,,,,
2013-12-01T00:00:00,GHCND:US1CASN0084,,,1.0,1.0,0.0,,,,,,,,,,,0.51,,,,0.51,,,,
2013-12-01T00:00:00,GHCND:USC00048351,,0.0,1.0,1.0,0.0,,,0.0,16.0,0.0,1.0,0.0,21.0,,,0.51,70.0,,572.0,0.51,,45.3,59.1,31.5
2014-01-01T00:00:00,GHCND:US1CASN0084,,,2.0,0.0,0.0,,0.0,,,,,,,,0.0,0.06,,,,0.11,0.0,,,
2014-01-01T00:00:00,GHCND:USC00048351,0.0,0.0,2.0,0.0,0.0,,,0.0,9.0,0.0,10.0,0.0,30.0,,,0.05,74.0,,400.0,0.06,,51.7,67.2,36.1
2014-02-01T00:00:00,GHCND:US1CASN0084,,,11.0,8.0,4.0,,,,,,,,,,,4.44,,,,12.19,,,,
2014-02-01T00:00:00,GHCND:USC00048351,0.0,0.0,10.0,10.0,2.0,,,0.0,4.0,0.0,4.0,0.0,29.0,,,3.75,74.0,,367.0,8.9,,51.9,62.4,41.4
2014-03-01T00:00:00,GHCND:USC00048351,,,12.0,7.0,1.0,,,,,,,,,,,1.05,,,,3.6,,,,
2014-04-01T00:00:00,GHCND:US1CASN0084,,,8.0,4.0,1.0,,,,,,,,,,,1.31,,,,2.13,,,,
2014-04-01T00:00:00,GHCND:USC00048351,,,5.0,4.0,0.0,,,,,,,,,,,0.36,,,,1.05,,,,
